reference_date,aove_price_eur_kg,ipc_monthly,diesel_price_eur,stock_delta_pct,surface_delta_pct
2019-02-18,2.35,96.32,0.549,-1.9047619,0.9
2019-02-25,2.36,96.32,0.549,-1.9047619,0.9
2019-03-04,2.37,96.32,0.549,-1.9047619,0.9
2019-03-11,2.38,96.669,0.549,-1.9417475,0.9
2019-03-18,2.39,96.669,0.549,-1.9417475,0.9
2019-03-25,2.4,96.669,0.549,-1.9417475,0.9
2019-04-01,2.41,96.669,0.549,-1.9417475,0.9
2019-04-08,2.42,97.644,0.549,-2.970297,0.9
2019-04-15,2.43,97.644,0.549,-2.970297,0.9
2019-04-22,2.44,97.644,0.549,-2.970297,0.9
2019-04-29,2.45,97.644,0.549,-2.970297,0.9
2019-05-06,2.46,97.644,0.549,-2.970297,0.9
2019-05-13,2.47,97.834,0.549,-2.0408163,0.9
2019-05-20,2.48,97.834,0.549,-2.0408163,0.9
2019-05-27,2.48,97.834,0.549,-2.0408163,0.9
2019-06-03,2.48,97.834,0.549,-2.0408163,0.9
2019-06-10,2.48,97.719,0.549,-2.0833333,0.9
2019-06-17,2.48,97.719,0.549,-2.0833333,0.9
2019-06-24,2.48,97.719,0.549,-2.0833333,0.9
2019-07-01,2.48,97.113,0.549,-2.1276596,0.9
2019-07-08,2.48,97.113,0.549,-2.1276596,0.9
2019-07-15,2.48,97.113,0.549,-2.1276596,0.9
2019-07-22,2.48,97.113,0.549,-2.1276596,0.9
2019-07-29,2.47,97.113,0.549,-2.1276596,0.9
2019-08-05,2.46,97.059,0.549,2.173913,0.9
2019-08-12,2.45,97.059,0.549,2.173913,0.9
2019-08-19,2.44,97.059,0.549,2.173913,0.9
2019-08-26,2.43,97.059,0.549,2.173913,0.9
2019-09-02,2.42,97.059,0.549,2.173913,0.9
2019-09-09,2.41,97.059,0.549,3.1914895,0.9
2019-09-16,2.4,97.059,0.549,3.1914895,0.9
2019-09-23,2.39,97.059,0.549,3.1914895,0.9
2019-09-30,2.38,97.059,0.549,3.1914895,0.9
2019-10-07,2.37,98.001,0.549,11.340206,0.9
2019-10-14,2.36,98.001,0.549,11.340206,0.9
2019-10-21,2.36,98.001,0.549,11.340206,0.9
2019-10-28,2.35,98.001,0.549,11.340206,0.9
2019-11-04,2.34,98.167,0.549,6.4814816,0.9
2019-11-11,2.34,98.167,0.549,6.4814816,0.9
2019-11-18,2.33,98.167,0.549,6.4814816,0.9
2019-11-25,2.33,98.167,0.549,6.4814816,0.9
2019-12-02,2.33,98.167,0.549,6.4814816,0.9
2019-12-09,2.32,98.096,0.549,-4.347826,0.9
2019-12-16,2.32,98.096,0.549,-4.347826,0.9
2019-12-23,2.32,98.096,0.549,-4.347826,0.9
2019-12-30,2.32,98.096,0.549,-4.347826,0.9
2020-01-06,2.32,97.139,0.394,11.363636,1.1
2020-01-13,2.32,97.139,0.394,11.363636,1.1
2020-01-20,2.32,97.139,0.394,11.363636,1.1
2020-01-27,2.32,97.139,0.394,11.363636,1.1
2020-02-03,2.32,97.024,0.394,-1.9047619,1.1
2020-02-10,2.32,97.024,0.394,-1.9047619,1.1
2020-02-17,2.32,97.024,0.394,-1.9047619,1.1
2020-02-24,2.32,97.024,0.394,-1.9047619,1.1
2020-03-02,2.32,96.652,0.394,-1.9417475,1.1
2020-03-09,2.32,96.652,0.394,-1.9417475,1.1
2020-03-16,2.32,96.652,0.394,-1.9417475,1.1
2020-03-23,2.32,96.652,0.394,-1.9417475,1.1
2020-03-30,2.32,96.652,0.394,-1.9417475,1.1
2020-04-06,2.32,96.944,0.394,-2.970297,1.1
2020-04-13,2.32,96.944,0.394,-2.970297,1.1
2020-04-20,2.32,96.944,0.394,-2.970297,1.1
2020-04-27,2.31,96.944,0.394,-2.970297,1.1
2020-05-04,2.31,96.944,0.394,-2.970297,1.1
2020-05-11,2.3,96.938,0.394,-2.0408163,1.1
2020-05-18,2.3,96.938,0.394,-2.0408163,1.1
2020-05-25,2.3,96.938,0.394,-2.0408163,1.1
2020-06-01,2.29,97.385,0.394,-2.0833333,1.1
2020-06-08,2.29,97.385,0.394,-2.0833333,1.1
2020-06-15,2.28,97.385,0.394,-2.0833333,1.1
2020-06-22,2.28,97.385,0.394,-2.0833333,1.1
2020-06-29,2.28,97.385,0.394,-2.0833333,1.1
2020-07-06,2.27,97.385,0.394,-2.0833333,1.1
2020-07-13,2.27,96.511,0.394,-2.1276596,1.1
2020-07-20,2.26,96.511,0.394,-2.1276596,1.1
2020-07-27,2.26,96.511,0.394,-2.1276596,1.1
2020-08-03,2.25,96.511,0.394,-2.1276596,1.1
2020-08-10,2.25,96.555,0.394,2.173913,1.1
2020-08-17,2.24,96.555,0.394,2.173913,1.1
2020-08-24,2.24,96.555,0.394,2.173913,1.1
2020-08-31,2.23,96.555,0.394,2.173913,1.1
2020-09-07,2.23,96.7,0.394,3.1914895,1.1
2020-09-14,2.22,96.7,0.394,3.1914895,1.1
2020-09-21,2.22,96.7,0.394,3.1914895,1.1
2020-09-28,2.22,96.7,0.394,3.1914895,1.1
2020-10-05,2.22,97.208,0.394,11.340206,1.1
2020-10-12,2.22,97.208,0.394,11.340206,1.1
2020-10-19,2.22,97.208,0.394,11.340206,1.1
2020-10-26,2.22,97.208,0.394,11.340206,1.1
2020-11-02,2.23,97.208,0.394,11.340206,1.1
2020-11-09,2.24,97.367,0.394,6.4814816,1.1
2020-11-16,2.25,97.367,0.394,6.4814816,1.1
2020-11-23,2.26,97.367,0.394,6.4814816,1.1
2020-11-30,2.28,97.367,0.394,6.4814816,1.1
2020-12-07,2.3,97.367,0.394,6.4814816,1.1
2020-12-14,2.32,97.574,0.394,-4.347826,1.1
2020-12-21,2.34,97.574,0.394,-4.347826,1.1
2021-01-04,2.36,97.583,0.598,-31.818182,0.4
2021-01-11,2.38,97.583,0.598,-31.818182,0.4
2021-01-18,2.4,97.583,0.598,-31.818182,0.4
2021-01-25,2.42,97.583,0.598,-31.818182,0.4
2021-02-01,2.44,97.583,0.598,-31.818182,0.4
2021-02-08,2.46,97.008,0.598,-1.9047619,0.4
2021-02-15,2.48,97.008,0.598,-1.9047619,0.4
2021-02-22,2.5,97.008,0.598,-1.9047619,0.4
2021-03-01,2.52,97.008,0.598,-1.9047619,0.4
2021-03-08,2.54,97.949,0.598,-1.9417475,0.4
2021-03-15,2.56,97.949,0.598,-1.9417475,0.4
2021-03-22,2.58,97.949,0.598,-1.9417475,0.4
2021-03-29,2.6,97.949,0.598,-1.9417475,0.4
2021-04-05,2.62,99.105,0.598,-2.970297,0.4
2021-04-12,2.64,99.105,0.598,-2.970297,0.4
2021-04-19,2.65,99.105,0.598,-2.970297,0.4
2021-04-26,2.66,99.105,0.598,-2.970297,0.4
2021-05-03,2.67,99.105,0.598,-2.970297,0.4
2021-05-10,2.68,99.572,0.598,-2.0408163,0.4
2021-05-17,2.68,99.572,0.598,-2.0408163,0.4
2021-05-24,2.69,99.572,0.598,-2.0408163,0.4
2021-05-31,2.69,99.572,0.598,-2.0408163,0.4
2021-06-07,2.7,99.572,0.598,-2.0408163,0.4
2021-06-14,2.7,100.046,0.598,-2.0833333,0.4
2021-06-21,2.7,100.046,0.598,-2.0833333,0.4
2021-06-28,2.7,100.046,0.598,-2.0833333,0.4
2021-07-05,2.7,100.046,0.598,-2.0833333,0.4
2021-07-12,2.7,99.292,0.598,-2.1276596,0.4
2021-07-19,2.7,99.292,0.598,-2.1276596,0.4
2021-07-26,2.7,99.292,0.598,-2.1276596,0.4
2021-08-02,2.7,99.743,0.598,2.173913,0.4
2021-08-09,2.7,99.743,0.598,2.173913,0.4
2021-08-16,2.7,99.743,0.598,2.173913,0.4
2021-08-23,2.7,99.743,0.598,2.173913,0.4
2021-08-30,2.7,99.743,0.598,2.173913,0.4
2021-09-06,2.71,99.743,0.598,2.173913,0.4
2021-09-13,2.72,100.575,0.598,3.1914895,0.4
2021-09-20,2.73,100.575,0.598,3.1914895,0.4
2021-09-27,2.74,100.575,0.598,3.1914895,0.4
2021-10-04,2.78,100.575,0.598,3.1914895,0.4
2021-10-11,2.83,102.425,0.598,11.340206,0.4
2021-10-18,2.88,102.425,0.598,11.340206,0.4
2021-10-25,2.93,102.425,0.598,11.340206,0.4
2021-11-01,2.98,102.738,0.598,6.4814816,0.4
2021-11-08,3.03,102.738,0.598,6.4814816,0.4
2021-11-15,3.08,102.738,0.598,6.4814816,0.4
2021-11-22,3.13,102.738,0.598,6.4814816,0.4
2021-11-29,3.17,102.738,0.598,6.4814816,0.4
2021-12-06,3.21,103.965,0.598,-4.347826,0.4
2021-12-13,3.25,103.965,0.598,-4.347826,0.4
2021-12-20,3.28,103.965,0.598,-4.347826,0.4
2021-12-27,3.31,103.965,0.598,-4.347826,0.4
2022-01-03,3.33,103.965,0.598,-4.347826,0.4
2022-01-10,3.35,103.567,0.95,-49.090908,-0.2
2022-01-17,3.37,103.567,0.95,-49.090908,-0.2
2022-01-24,3.38,103.567,0.95,-49.090908,-0.2
2022-01-31,3.39,103.567,0.95,-49.090908,-0.2
2022-02-07,3.4,104.403,0.95,-1.9047619,-0.2
2022-02-14,3.41,104.403,0.95,-1.9047619,-0.2
2022-02-21,3.42,104.403,0.95,-1.9047619,-0.2
2022-02-28,3.42,104.403,0.95,-1.9047619,-0.2
2022-03-07,3.42,107.566,0.95,-1.9417475,-0.2
2022-03-14,3.42,107.566,0.95,-1.9417475,-0.2
2022-03-21,3.42,107.566,0.95,-1.9417475,-0.2
2022-03-28,3.41,107.566,0.95,-1.9417475,-0.2
2022-04-04,3.4,107.375,0.95,-2.970297,-0.2
2022-04-11,3.39,107.375,0.95,-2.970297,-0.2
2022-04-18,3.38,107.375,0.95,-2.970297,-0.2
2022-04-25,3.37,107.375,0.95,-2.970297,-0.2
2022-05-02,3.36,107.375,0.95,-2.970297,-0.2
2022-05-09,3.34,108.262,0.95,-2.0408163,-0.2
2022-05-16,3.32,108.262,0.95,-2.0408163,-0.2
2022-05-23,3.3,108.262,0.95,-2.0408163,-0.2
2022-05-30,3.28,108.262,0.95,-2.0408163,-0.2
2022-06-06,3.25,110.267,0.95,-2.0833333,-0.2
2022-06-13,3.22,110.267,0.95,-2.0833333,-0.2
2022-06-20,3.19,110.267,0.95,-2.0833333,-0.2
2022-06-27,3.16,110.267,0.95,-2.0833333,-0.2
2022-07-04,3.14,109.986,0.95,-2.1276596,-0.2
2022-07-11,3.12,109.986,0.95,-2.1276596,-0.2
2022-07-18,3.1,109.986,0.95,-2.1276596,-0.2
2022-07-25,3.08,109.986,0.95,-2.1276596,-0.2
2022-08-01,3.1,109.986,0.95,-2.1276596,-0.2
2022-08-08,3.12,110.265,0.95,2.173913,-0.2
2022-08-15,3.15,110.265,0.95,2.173913,-0.2
2022-08-22,3.18,110.265,0.95,2.173913,-0.2
2022-08-29,3.21,110.265,0.95,2.173913,-0.2
2022-09-05,3.25,109.498,0.95,3.1914895,-0.2
2022-09-12,3.29,109.498,0.95,3.1914895,-0.2
2022-09-19,3.33,109.498,0.95,3.1914895,-0.2
2022-09-26,3.37,109.498,0.95,3.1914895,-0.2
2022-10-03,3.45,109.866,0.95,11.340206,-0.2
2022-10-10,3.56,109.866,0.95,11.340206,-0.2
2022-10-17,3.68,109.866,0.95,11.340206,-0.2
2022-10-24,3.8,109.866,0.95,11.340206,-0.2
2022-10-31,3.93,109.866,0.95,11.340206,-0.2
2022-11-07,4.06,109.734,0.95,6.4814816,-0.2
2022-11-14,4.2,109.734,0.95,6.4814816,-0.2
2022-11-21,4.33,109.734,0.95,6.4814816,-0.2
2022-11-28,4.45,109.734,0.95,6.4814816,-0.2
2022-12-05,4.56,109.734,0.95,6.4814816,-0.2
2022-12-12,4.66,109.899,0.95,-4.347826,-0.2
2022-12-19,4.75,109.899,0.95,-4.347826,-0.2
2022-12-26,4.82,109.899,0.95,-4.347826,-0.2
2023-01-02,4.88,109.899,0.95,-4.347826,-0.2
2023-01-09,4.92,109.668,0.82,-28.40909,0.6
2023-01-16,4.95,109.668,0.82,-28.40909,0.6
2023-01-23,4.97,109.668,0.82,-28.40909,0.6
2023-01-30,4.98,109.668,0.82,-28.40909,0.6
2023-02-06,4.98,110.703,0.82,-1.9047619,0.6
2023-02-13,4.98,110.703,0.82,-1.9047619,0.6
2023-02-20,4.97,110.703,0.82,-1.9047619,0.6
2023-02-27,4.96,110.703,0.82,-1.9047619,0.6
2023-03-06,4.95,111.111,0.82,-1.9417475,0.6
2023-03-13,4.94,111.111,0.82,-1.9417475,0.6
2023-03-20,4.93,111.111,0.82,-1.9417475,0.6
2023-03-27,4.92,111.111,0.82,-1.9417475,0.6
2023-04-03,4.91,111.111,0.82,-1.9417475,0.6
2023-04-10,4.9,111.773,0.82,-2.970297,0.6
2023-04-17,4.9,111.773,0.82,-2.970297,0.6
2023-04-24,4.9,111.773,0.82,-2.970297,0.6
2023-05-01,4.9,111.773,0.82,-2.970297,0.6
2023-05-08,4.92,111.719,0.82,-2.0408163,0.6
2023-05-15,4.94,111.719,0.82,-2.0408163,0.6
2023-05-22,4.98,111.719,0.82,-2.0408163,0.6
2023-05-29,5.03,111.719,0.82,-2.0408163,0.6
2023-06-05,5.09,112.354,0.82,-2.0833333,0.6
2023-06-12,5.16,112.354,0.82,-2.0833333,0.6
2023-06-19,5.24,112.354,0.82,-2.0833333,0.6
2023-06-26,5.33,112.354,0.82,-2.0833333,0.6
2023-07-03,5.43,112.354,0.82,-2.0833333,0.6
2023-07-10,5.54,112.544,0.82,-2.1276596,0.6
2023-07-17,5.66,112.544,0.82,-2.1276596,0.6
2023-07-24,5.77,112.544,0.82,-2.1276596,0.6
2023-07-31,5.88,112.544,0.82,-2.1276596,0.6
2023-08-07,5.98,113.149,0.82,2.173913,0.6
2023-08-14,6.07,113.149,0.82,2.173913,0.6
2023-08-21,6.15,113.149,0.82,2.173913,0.6
2023-08-28,6.22,113.149,0.82,2.173913,0.6
2023-09-04,6.28,113.348,0.82,3.1914895,0.6
2023-09-11,6.33,113.348,0.82,3.1914895,0.6
2023-09-18,6.37,113.348,0.82,3.1914895,0.6
2023-09-25,6.4,113.348,0.82,3.1914895,0.6
2023-10-02,7.88,113.348,0.82,3.1914895,0.6
2023-10-09,8.0,113.676,0.82,11.340206,0.6
2023-10-16,8.15,113.676,0.82,11.340206,0.6
2023-10-23,8.28,113.676,0.82,11.340206,0.6
2023-10-30,8.4,113.676,0.82,11.340206,0.6
2023-11-06,8.45,113.676,0.82,11.340206,0.6
2023-11-13,8.48,113.28,0.82,6.4814816,0.6
2023-11-20,8.48,113.28,0.82,6.4814816,0.6
2023-11-27,8.45,113.28,0.82,6.4814816,0.6
2023-12-04,8.4,113.28,0.82,6.4814816,0.6
2023-12-11,8.32,113.308,0.82,-4.347826,0.6
2023-12-18,8.23,113.308,0.82,-4.347826,0.6
2023-12-25,8.14,113.308,0.82,-4.347826,0.6
2024-01-01,8.06,113.404,0.76,90.90909,0.7
2024-01-08,7.98,113.404,0.76,90.90909,0.7
2024-01-15,7.89,113.404,0.76,90.90909,0.7
2024-01-22,7.8,113.404,0.76,90.90909,0.7
2024-01-29,7.7,113.404,0.76,90.90909,0.7
2024-02-05,7.6,113.404,0.76,90.90909,0.7
2024-02-12,7.48,113.807,0.76,-1.9047619,0.7
2024-02-19,7.36,113.807,0.76,-1.9047619,0.7
2024-02-26,7.23,113.807,0.76,-1.9047619,0.7
2024-03-04,7.1,113.807,0.76,-1.9047619,0.7
2024-03-11,6.97,114.674,0.76,-1.9417475,0.7
2024-03-18,6.85,114.674,0.76,-1.9417475,0.7
2024-03-25,6.73,114.674,0.76,-1.9417475,0.7
2024-04-01,6.62,114.674,0.76,-1.9417475,0.7
2024-04-08,6.52,115.472,0.76,-2.970297,0.7
2024-04-15,6.43,115.472,0.76,-2.970297,0.7
2024-04-22,6.35,115.472,0.76,-2.970297,0.7
2024-04-29,6.28,115.472,0.76,-2.970297,0.7
2024-05-06,6.22,115.776,0.76,-2.0408163,0.7
2024-05-13,6.18,115.776,0.76,-2.0408163,0.7
2024-05-20,6.14,115.776,0.76,-2.0408163,0.7
2024-05-27,6.11,115.776,0.76,-2.0408163,0.7
2024-06-03,6.08,115.776,0.76,-2.0408163,0.7
2024-06-10,6.06,116.212,0.76,-2.0833333,0.7
2024-06-17,6.04,116.212,0.76,-2.0833333,0.7
2024-06-24,6.02,116.212,0.76,-2.0833333,0.7
2024-07-01,6.0,116.212,0.76,-2.0833333,0.7
2024-07-08,5.98,116.212,0.76,-2.0833333,0.7
2024-07-15,5.96,115.66,0.76,-2.1276596,0.7
2024-07-22,5.94,115.66,0.76,-2.1276596,0.7
2024-07-29,5.92,115.66,0.76,-2.1276596,0.7
2024-08-05,5.9,115.707,0.76,2.173913,0.7
2024-08-12,5.88,115.707,0.76,2.173913,0.7
2024-08-19,5.86,115.707,0.76,2.173913,0.7
2024-08-26,5.84,115.707,0.76,2.173913,0.7
2024-09-02,5.82,115.707,0.76,2.173913,0.7
2024-09-09,5.8,115.009,0.76,3.1914895,0.7
2024-09-16,5.78,115.009,0.76,3.1914895,0.7
2024-09-23,5.76,115.009,0.76,3.1914895,0.7
2024-09-30,5.6,115.009,0.76,3.1914895,0.7
2024-10-07,5.45,115.726,0.76,11.340206,0.7
2024-10-14,5.3,115.726,0.76,11.340206,0.7
2024-10-21,5.16,115.726,0.76,11.340206,0.7
2024-10-28,5.03,115.726,0.76,11.340206,0.7
2024-11-04,4.91,116.01,0.76,6.4814816,0.7
2024-11-11,4.8,116.01,0.76,6.4814816,0.7
2024-11-18,4.7,116.01,0.76,6.4814816,0.7
2024-11-25,4.61,116.01,0.76,6.4814816,0.7
2024-12-02,4.53,116.534,0.76,-4.347826,0.7
2024-12-09,4.46,116.534,0.76,-4.347826,0.7
2024-12-16,4.4,116.534,0.76,-4.347826,0.7
2024-12-23,4.35,116.534,0.76,-4.347826,0.7
2024-12-30,4.35,116.534,0.76,-4.347826,0.7
2025-01-06,4.38,116.534,0.76,-4.347826,0.7
2025-01-13,4.42,116.733,0.72,29.261364,0.5
2025-01-20,4.48,116.733,0.72,29.261364,0.5
2025-01-27,4.55,116.733,0.72,29.261364,0.5
2025-02-03,4.62,116.733,0.72,29.261364,0.5
2025-02-10,4.68,117.191,0.72,-1.9047619,0.5
2025-02-17,4.72,117.191,0.72,-1.9047619,0.5
2025-02-24,4.75,117.191,0.72,-1.9047619,0.5
2025-03-03,4.76,117.26,0.72,-1.9417475,0.5
2025-03-10,4.76,117.26,0.72,-1.9417475,0.5
2025-03-17,4.75,117.26,0.72,-1.9417475,0.5
2025-03-24,4.73,117.26,0.72,-1.9417475,0.5
2025-03-31,4.7,117.26,0.72,-1.9417475,0.5
2025-04-07,4.67,117.26,0.72,-1.9417475,0.5
2025-04-14,4.64,117.997,0.72,-2.970297,0.5
2025-04-21,4.61,117.997,0.72,-2.970297,0.5
2025-04-28,4.58,117.997,0.72,-2.970297,0.5
2025-05-05,4.55,118.077,0.72,-2.0408163,0.5
2025-05-12,4.52,118.077,0.72,-2.0408163,0.5
2025-05-19,4.5,118.077,0.72,-2.0408163,0.5
2025-05-26,4.48,118.077,0.72,-2.0408163,0.5
2025-06-02,4.47,118.867,0.72,-2.0833333,0.5
2025-06-09,4.46,118.867,0.72,-2.0833333,0.5
2025-06-16,4.46,118.867,0.72,-2.0833333,0.5
2025-06-23,4.46,118.867,0.72,-2.0833333,0.5
2025-06-30,4.47,118.867,0.72,-2.0833333,0.5
2025-07-07,4.48,118.777,0.72,-2.1276596,0.5
2025-07-14,4.5,118.777,0.72,-2.1276596,0.5
2025-07-21,4.52,118.777,0.72,-2.1276596,0.5
2025-07-28,4.54,118.777,0.72,-2.1276596,0.5
2025-08-04,4.56,118.777,0.72,-2.1276596,0.5
2025-08-11,4.58,118.824,0.72,2.173913,0.5
2025-08-18,4.6,118.824,0.72,2.173913,0.5
2025-08-25,4.62,118.824,0.72,2.173913,0.5
2025-09-01,4.64,118.824,0.72,2.173913,0.5
2025-09-08,4.66,118.485,0.72,3.1914895,0.5
2025-09-15,4.68,118.485,0.72,3.1914895,0.5
2025-09-22,4.7,118.485,0.72,3.1914895,0.5
2025-09-29,4.76,118.485,0.72,3.1914895,0.5
2025-10-06,4.84,119.301,0.72,11.340206,0.5
2025-10-13,4.9,119.301,0.72,11.340206,0.5
2025-10-20,4.96,119.301,0.72,11.340206,0.5
2025-10-27,5.01,119.301,0.72,11.340206,0.5
2025-11-03,5.05,119.301,0.72,11.340206,0.5
2025-11-10,5.08,119.532,0.72,6.4814816,0.5
2025-11-17,5.1,119.532,0.72,6.4814816,0.5
2025-11-24,5.12,119.532,0.72,6.4814816,0.5
2025-12-01,5.14,119.532,0.72,6.4814816,0.5
2025-12-08,5.16,119.942,0.72,-4.347826,0.5
2025-12-15,5.18,119.942,0.72,-4.347826,0.5
2025-12-22,5.2,119.942,0.72,-4.347826,0.5
2025-12-29,5.22,119.942,0.72,-4.347826,0.5
2026-01-05,5.24,119.942,0.72,-4.347826,0.5
2026-01-12,5.24,119.942,0.72,-4.347826,0.5
2026-01-19,5.23,119.942,0.72,-4.347826,0.5
2026-01-26,5.21,119.942,0.72,-4.347826,0.5
2026-02-02,5.19,119.942,0.72,-1.9047619,0.5
2026-02-09,5.16,119.942,0.72,-1.9047619,0.5
2026-02-16,5.13,119.942,0.72,-1.9047619,0.5
2026-02-23,5.1,119.942,0.72,-1.9047619,0.5
2026-03-02,5.07,119.942,0.72,-1.9047619,0.5
2026-03-09,5.04,119.942,0.72,-1.9047619,0.5
2026-03-16,5.01,119.942,0.72,-1.9047619,0.5
2026-03-23,4.98,119.942,0.72,-1.9047619,0.5
2026-03-30,4.95,119.942,0.72,-1.9047619,0.5
2026-04-06,4.93,119.942,0.72,-1.9047619,0.5
2026-04-13,4.91,119.942,0.72,-1.9047619,0.5
2026-04-20,4.9,119.942,0.72,-1.9047619,0.5
2026-04-27,4.89,119.942,0.72,-1.9047619,0.5
